Idx,
4141,28.299
4142,28.26
4143,27.818
4144,26.864
4145,28.378
4146,31.082
4147,31.855
4148,33.287
4149,35.161
4150,33.027
4151,29.532
4152,24.95
4153,19.836
4154,17.834
4155,17.638
4156,17.088
4157,18.277
4158,19.493
4159,23.474
4160,27.977
4161,30.633
4162,31.599
4163,31.524
4164,31.14
4165,31.2
4166,29.12
4167,28.838
4168,27.093
4169,27.368
4170,31.011
4171,33.559
4172,35.61
4173,38.27
4174,34.723
4175,30.634
4176,24.916
4177,20.965
4178,19.839
4179,20.066
4180,20.024
4181,20.321
4182,21.859
4183,25.882
4184,30.664
4185,32.737
4186,35.105
4187,35.628
4188,34.171
4189,33.894
4190,32.984
4191,32.409
4192,32.262
4193,32.658
4194,34.102
4195,34.244
4196,35.331
4197,37.348
4198,34.572
4199,31.8
4200,25.71
4201,20.593
4202,18.336
4203,16.323
4204,14.464
4205,17.643
4206,19.002
4207,22.282
4208,28.276
4209,32.261
4210,33.685
4211,33.099
4212,29.625
4213,31.669
4214,30.436
4215,26.871
4216,27.939
4217,28.831
4218,29.64
4219,32.56
4220,36.919
4221,39.118
4222,37.42
4223,32.261
4224,26.869
4225,21.389
4226,18.439
4227,16.695
4228,16.749
4229,14.891
4230,16.849
4231,23.437
4232,28.773
4233,30.984
4234,28.845
4235,26.156
4236,24.222
4237,23.584
4238,21.444
4239,22.289
4240,27.565
4241,27.336
4242,24.097
4243,23.452
4244,26.511
4245,31.091
4246,26.528
4247,19.163
4248,16.133
4249,17.258
4250,13
4251,15.584
4252,13.497
4253,12.524
4254,13.876
4255,18.603
4256,25.668
4257,30.059
4258,28.64
4259,29.712
4260,29.098
4261,27.855
4262,27.089
4263,23.402
4264,23.9
4265,24.513
4266,28.593
4267,32.247
4268,37.117
4269,38.003
4270,35.309
4271,31.709
4272,28.147
4273,25.379
4274,21.353
4275,19.567
4276,18.648
4277,18.951
4278,19.627
4279,21.694
4280,23.971
4281,27.429
4282,31.26
4283,33.594
4284,33.078
4285,32.287
4286,30.949
4287,30.248
4288,29.831
4289,31.389
4290,33.941
4291,34.357
4292,35.282
4293,35.775
4294,33.043
4295,30.537
4296,27.928
4297,24.509
4298,21.807
4299,19.867
4300,17.397
4301,17.021
4302,16.776
4303,16.083
4304,17.7
4305,20.288
4306,23.741
4307,28.979
4308,29.355
4309,28.04
4310,26.759
4311,26.945
4312,26.805
4313,28.696
4314,31.982
4315,33.264
4316,34.988
4317,37.622
4318,33.99
4319,30.577
4320,25.298
4321,22.089
4322,19.784
4323,18.751
4324,17.942
4325,16.992
4326,19.111
4327,22.435
4328,28.037
4329,31.219
4330,31.491
4331,32.892
4332,31.839
4333,31.664
4334,30.443
4335,30.856
4336,30.918
4337,33.845
4338,36.097
4339,36.988
4340,38.193
4341,40.765
4342,39.056
4343,33.551
4344,26.499
4345,23.163
4346,21.393
4347,20.728
4348,19.594
4349,19.826
4350,20.851
4351,24.207
4352,32.103
4353,34.36
4354,34.156
4355,34.188
4356,34.131
4357,33.916
4358,32.625
4359,32.214
4360,31.688
4361,33.439
4362,35.169
4363,35.778
4364,39.145
4365,41.501
4366,38.61
4367,33.469
4368,27.931
4369,24.115
4370,22.044
4371,21.801
4372,20.874
4373,20.955
4374,22.699
4375,26.774
4376,33.874
4377,36.626
4378,35.833
4379,36.035
4380,34.978
4381,33.673
4382,32.644
4383,31.834
4384,31.958
4385,33.986
4386,34.994
4387,36.14
4388,39.923
4389,41.822
4390,38.865
4391,34.04
4392,28.7
4393,24.341
4394,22.07
4395,20.994
4396,19.945
4397,20.066
4398,22.669
4399,26.296
4400,32.197
4401,33.65
4402,33.008
4403,33.715
4404,32.295
4405,32.434
4406,31.079
4407,29.826
4408,30.585
4409,31.966
4410,33.783
4411,34.66
4412,37.481
4413,40.238
4414,36.408
4415,30.473
4416,24.934
4417,23.246
4418,21.33
4419,18.523
4420,17.47
4421,17.736
4422,19.834
4423,24.801
4424,29.832
4425,31.639
4426,33.156
4427,32.738
4428,29.08
4429,28.414
4430,27.038
4431,27.819
4432,27.647
4433,29.806
4434,32.442
4435,34.191
4436,37.671
4437,38.565
4438,36.351
4439,32.885
4440,28.597
4441,25.253
4442,23.184
4443,22.174
4444,21.157
4445,21.473
4446,21.332
4447,22.688
4448,25.396
4449,28.363
4450,32.829
4451,35.557
4452,34.131
4453,32.517
4454,30.77
4455,28.994
4456,28.411
4457,29.461
4458,32.144
4459,34.107
4460,37.528
4461,36.603
4462,33.846
4463,30.927
4464,27.578
4465,24.295
4466,21.928
4467,20.641
4468,19.659
4469,19.706
4470,20.311
4471,21.784
4472,23.258
4473,24.755
4474,28.638
4475,31.892
4476,32.317
4477,31.509
4478,31.036
4479,29.036
4480,30.856
4481,33.802
4482,36.904
4483,37.359
4484,40.756
4485,39.126
4486,35.985
4487,31.566
4488,26.152
4489,22.882
4490,20.688
4491,20.038
4492,19.419
4493,19.339
4494,20.177
4495,25.046
4496,33.086
4497,33.888
4498,35.149
4499,32.934
4500,32.9
4501,31.827
4502,31.324
4503,32.082
4504,34.478
4505,34.487
4506,38.152
4507,39.724
4508,42.195
4509,43.373
4510,38.756
4511,32.578
4512,29.08
4513,25.484
4514,22.942
4515,21.805
4516,21.434
4517,21.075
4518,22.695
4519,27.146
4520,34.741
4521,37.431
4522,36.583
4523,37.333
4524,36.83
4525,36.807
4526,35.291
4527,34.31
4528,32.835
4529,36.805
4530,39.387
4531,40.211
4532,43.83
4533,42.743
4534,39.649
4535,34.633
4536,29.325
4537,25.328
4538,23.003
4539,22.148
4540,20.374
4541,20.784
4542,22.042
4543,25.801
4544,33.202
4545,35.147
4546,35.267
4547,35.58
4548,34.854
4549,34.352
4550,33.916
4551,34.453
4552,34.592
4553,38.224
4554,40.317
4555,37.809
4556,39.327
4557,38.251
4558,35.014
4559,29.455
4560,26.586
4561,22.659
4562,21.235
4563,21.388
4564,20.63
4565,20.784
4566,22.283
4567,26.895
4568,34.771
4569,36.979
4570,36.823
4571,37.492
4572,36.891
4573,35.654
4574,33.706
4575,33.113
4576,31.817
4577,33.029
4578,35.35
4579,37.729
4580,43.193
4581,43.313
4582,39.522
4583,33.317
4584,26.071
4585,22.505
4586,20.04
4587,18.988
4588,19.992
4589,18.223
4590,18.51
4591,23.32
4592,30.622
4593,33.482
4594,34.85
4595,34.222
4596,32.523
4597,31.529
4598,30.87
4599,30.929
4600,30.347
4601,33.147
4602,37.612
4603,39.045
4604,42.234
4605,39.272
4606,37.528
4607,34.047
4608,29.95
4609,26.376
4610,23.788
4611,22.333
4612,20.924
4613,22.085
4614,22.806
4615,24.057
4616,26.875
4617,29.945
4618,33.518
4619,36.278
4620,36.428
4621,35.429
4622,33.651
4623,31.574
4624,31.015
4625,32.155
4626,33.645
4627,35.206
4628,39.441
4629,36.642
4630,33.837
4631,31.092
4632,28.169
4633,25.069
4634,22.526
4635,20.838
4636,19.539
4637,19.581
4638,19.71
4639,21.848
4640,24.055
4641,25.358
4642,29.258
4643,32.756
4644,33.495
4645,33.242
4646,32.514
4647,30.976
4648,31.464
4649,32.703
4650,35.605
4651,38.275
4652,42.792
4653,40.251
4654,37.309
4655,32.919
4656,27.631
4657,24.028
4658,21.855
4659,20.45
4660,19.489
4661,19.892
4662,20.231
4663,24.359
4664,31.988
4665,34.426
4666,35.608
4667,36.737
4668,35.788
4669,34.854
4670,33.147
4671,32.942
4672,33.113
4673,35.508
4674,37.538
4675,39.543
4676,43.082
4677,43.265
4678,39.238
4679,34.785
4680,28.599
4681,24.439
4682,22.411
4683,22.936
4684,22.544
4685,21.728
4686,23.901
4687,28.328
4688,36.193
4689,39.057
4690,38.68
4691,38.282
4692,36.946
4693,36.418
4694,34.189
4695,33.039
4696,33.116
4697,36.34
4698,38.933
4699,41.146
4700,46.675
4701,44.238
4702,40.781
4703,35.142
4704,29.691
4705,26.15
4706,23.577
4707,22.766
4708,22.454
4709,22.312
4710,23.713
4711,28.192
4712,35.917
4713,38.057
4714,36.862
4715,37.752
4716,36.491
4717,34.6
4718,33.869
4719,33.481
4720,34.968
4721,38.306
4722,41.174
4723,42.5
4724,46.47
4725,44.318
4726,41.086
4727,35.128
4728,29.743
4729,26.028
4730,23.681
4731,23.051
4732,23.124
4733,22.96
4734,24.656
4735,29.202
4736,37.266
4737,39.668
4738,38.637
4739,39.707
4740,39.08
4741,38.305
4742,37.056
4743,36.239
4744,35.806
4745,36.9
4746,38.99
4747,41.984
4748,46.789
4749,44.929
4750,42.051
4751,36.677
4752,31.145
4753,27.026
4754,23.879
4755,23.041
4756,22.77
4757,22.537
4758,24.342
4759,28.629
4760,36.349
4761,39.548
4762,39.643
4763,40.628
4764,40.019
4765,39.065
4766,37.48
4767,35.465
4768,34.504
4769,35.553
4770,37.784
4771,40.05
4772,45.333
4773,42.59
4774,39.889
4775,35.717
4776,31.664
4777,28.309
4778,24.697
4779,23.47
4780,22.625
4781,23.521
4782,23.581
4783,25.27
4784,28.853
4785,31.396
4786,35.764
4787,38.14
4788,37.134
4789,35.395
4790,33.46
4791,31.81
4792,32.072
4793,33.661
4794,35.203
4795,37.902
4796,40.933
4797,37.149
4798,33.973
4799,30.544
4800,28.069
4801,24.879
4802,21.352
4803,20.323
4804,19.346
4805,19.68
4806,20.402
4807,22.71
4808,24.968
4809,26.005
4810,28.69
4811,31.744
4812,31.322
4813,31.579
4814,30.133
4815,29.684
4816,31.019
4817,33.501
4818,35.914
4819,37.787
4820,41.594
4821,38.577
4822,36.024
4823,32.798
4824,29.362
4825,26.179
4826,24.609
4827,23.713
4828,23.087
4829,22.524
4830,23.956
4831,28.158
4832,34.848
4833,36.64
4834,38.381
4835,39.828
4836,39.615
4837,39.387
4838,37.492
4839,35.786
4840,35.999
4841,36.778
4842,39.262
4843,41.801
4844,44.895
4845,41.976
4846,38.134
4847,31.189
4848,27.106
4849,22.593
4850,20.277
4851,20.082
4852,20.072
4853,21.234
4854,21.329
4855,25.491
4856,32.216
4857,32.632
4858,33.83
4859,36.066
4860,35.548
4861,34.228
4862,33.491
4863,32.398
4864,32.637
4865,33.803
4866,35.109
4867,37.427
4868,41.345
4869,35.734
4870,35.453
4871,26.608
4872,20.866
4873,13.414
4874,9.815
4875,8.768
4876,8.032
4877,6.284
4878,8.344
4879,11.557
4880,17.281
4881,21.816
4882,24.151
4883,26.392
4884,29.409
4885,26.578
4886,26.336
4887,28.414
4888,26.255
4889,31.194
4890,31.277
4891,34.403
4892,33.972
4893,31.845
4894,26.522
4895,21.268
4896,15.915
4897,12.211
4898,9.976
4899,10.001
4900,9.114
4901,8.601
4902,9.741
4903,13.148
4904,18.71
4905,21.379
4906,22.327
4907,21.324
4908,21.163
4909,20.419
4910,19.388
4911,19.294
4912,19.139
4913,20.148
4914,27.165
4915,28.286
4916,35.257
4917,37.972
4918,33.786
4919,28.479
4920,27.41
4921,22.95
4922,20.611
4923,18.754
4924,18.999
4925,17.096
4926,17.975
4927,22.216
4928,28.073
4929,28.76
4930,32.714
4931,34.688
4932,31.666
4933,30.065
4934,31.412
4935,28.482
4936,23.316
4937,25.12
4938,27.101
4939,32.401
4940,36.358
4941,32.549
4942,29.44
4943,26.593
4944,23.203
4945,20.283
4946,16.346
4947,17.107
4948,15.037
4949,13.428
4950,10.489
4951,12.222
4952,13.242
4953,15.641
4954,21.425
4955,31.676
4956,33.418
4957,30.372
4958,24.93
4959,23.382
4960,23.617
4961,27.478
4962,24.647
4963,27.466
4964,30.091
4965,30.223
4966,26.88
4967,26.701
4968,22.057
4969,20.344
4970,15.427
4971,13.39
4972,13.375
4973,16.18
4974,16.981
4975,12.875
4976,16.544
4977,16.088
4978,22.228
4979,26.348
4980,30.385
4981,28.376
4982,24.709
4983,26.351
4984,29.73
4985,31.168
4986,34.788
4987,41.441
4988,42.193
4989,40.536
4990,36.486
4991,34.472
4992,30.338
4993,26.428
4994,22.438
4995,21.959
4996,19.424
4997,20.947
4998,20.78
4999,20.14
5000,27.064
5001,33.431
5002,36.61
5003,37.778
5004,38.974
5005,39.126
5006,38.254
5007,37.888
5008,38.213
5009,38.077
5010,37.398
5011,44.064
5012,48.613
5013,48.737
5014,44.543
5015,40.172
5016,35.06
5017,30.017
5018,26.004
5019,25.088
5020,24.035
5021,22.707
5022,22.695
5023,22.495
5024,26.374
5025,34.414
5026,37.106
5027,35.673
5028,34.587
5029,34.768
5030,34.238
5031,33.644
5032,34.124
5033,34.695
5034,36.29
5035,43.353
5036,44.165
5037,45.077
5038,42.617
5039,39.344
5040,34.178
5041,29.55
5042,25.236
5043,23.233
5044,21.539
5045,21.709
5046,22.985
5047,23.88
5048,27.043
5049,34.117
5050,37.913
5051,37.527
5052,38.421
5053,39.214
5054,40.554
5055,40.68
5056,40.254
5057,40.948
5058,44.706
5059,49.889
5060,49.685
5061,48.393
5062,39.26
5063,31.514
5064,26.623
5065,23.464
5066,18.048
5067,17.486
5068,17.484
5069,16.499
5070,17.917
5071,17.587
5072,18.352
5073,24.221
5074,25.498
5075,23.297
5076,22.799
5077,23.282
5078,24.146
5079,25.18
5080,22.488
5081,24.734
5082,28.806
5083,35.204
5084,37.536
5085,37.746
5086,35.407
5087,32.236
5088,28.079
5089,24.545
5090,21.394
5091,19.779
5092,18.956
5093,17.925
5094,18.921
5095,19.82
5096,22.998
5097,28.285
5098,30.281
5099,30.481
5100,31.507
5101,30.469
5102,28.4
5103,29.206
5104,29.419
5105,29.706
5106,31.244
5107,35.446
5108,36.202
5109,35.874
5110,32.6
5111,29.669
5112,27.652
5113,24.424
5114,15.024
5115,12.163
5116,6.853
5117,6.081
5118,5.163
5119,5.943
5120,6.982
5121,10.715
5122,13.796
5123,17.314
5124,22.914
5125,22.837
5126,20.451
5127,21.311
5128,20.79
5129,17.708
5130,21.083
5131,24.911
5132,29.792
5133,28.229
5134,26.339
5135,24.965
5136,23.21
5137,20.14
5138,18.198
5139,16.058
5140,13.86
5141,12.148
5142,13.193
5143,12.111
5144,11.566
5145,13.91
5146,16.756
5147,18.957
5148,22.447
5149,22.773
5150,20.859
5151,20.036
5152,18.014
5153,18.832
5154,21.148
5155,25.407
5156,28.936
5157,28.642
5158,24.62
5159,20.511
5160,19.312
5161,17.305
5162,14.499
5163,13.589
5164,13.231
5165,13.537
5166,13.977
5167,14.391
5168,17.308
5169,22.449
5170,25.189
5171,24.419
5172,25.27
5173,24.882
5174,24.784
5175,25.231
5176,24.823
5177,25.175
5178,28.36
5179,32.553
5180,33.235
5181,33.357
5182,31.177
5183,28.173
5184,24.475
5185,20.848
5186,16.806
5187,16.387
5188,15.778
5189,15.813
5190,16.289
5191,16.191
5192,19.716
5193,24.673
5194,25.673
5195,25.717
5196,25.92
5197,24.779
5198,24.429
5199,24.219
5200,24.201
5201,24.931
5202,27.979
5203,33.422
5204,34.266
5205,34.809
5206,31.87
5207,28.787
5208,24.714
5209,20.509
5210,17.523
5211,16.396
5212,15.294
5213,13.997
5214,14.835
5215,15.718
5216,18.53
5217,23.892
5218,25.404
5219,25.523
5220,26.611
5221,26.526
5222,27.109
5223,27.094
5224,26.371
5225,27.187
5226,29.532
5227,33.423
5228,33.957
5229,33.911
5230,31.243
5231,28.762
5232,24.757
5233,21.07
5234,18.395
5235,17.551
5236,16.415
5237,15.767
5238,15.079
5239,15.662
5240,18.78
5241,22.498
5242,24.737
5243,25.033
5244,25.518
5245,25.602
5246,25.501
5247,25.759
5248,25.383
5249,25.967
5250,29.211
5251,32.94
5252,32.839
5253,32.864
5254,30.229
5255,28.402
5256,25.023
5257,21.398
5258,18.286
5259,16.256
5260,13.378
5261,14.15
5262,15.411
5263,15.62
5264,14.623
5265,21.217
5266,21.328
5267,22.633
5268,19.935
5269,18.047
5270,16.405
5271,12.358
5272,23.516
5273,27.566
5274,25.886
5275,32.436
5276,37.222
5277,39.802
5278,33.838
5279,32.423
5280,27.682
5281,21.3
5282,16.076
5283,15.299
5284,13.912
5285,14.286
5286,15.142
5287,20.048
5288,25.111
5289,28.015
5290,31.13
5291,35.289
5292,38.524
5293,38.937
5294,38.287
5295,38.554
5296,35.555
5297,31.937
5298,34.399
5299,38.507
5300,37.925
5301,38.399
5302,32.312
5303,22.85
5304,21.968
5305,19.214
5306,14.809
5307,13.895
5308,15.37
5309,14.844
5310,17.859
5311,16.923
5312,18.207
5313,20.677
5314,18.107
5315,23.389
5316,21.88
5317,22.756
5318,23.486
5319,23.442
5320,22.554
5321,24.831
5322,28.401
5323,32.217
5324,33.478
5325,32.356
5326,30.333
5327,27.208
5328,19.869
5329,16.452
5330,18.164
5331,11.073
5332,8.43
5333,8.069
5334,7.406
5335,7.681
5336,12.608
5337,22.072
5338,23.872
5339,25.946
5340,26.375
5341,25.42
5342,25.236
5343,25.452
5344,27.793
5345,29.186
5346,39.872
5347,49.933
5348,38.022
5349,33.572
5350,29.477
5351,25.57
5352,20.045
5353,15.252
5354,11.089
5355,8.909
5356,7.246
5357,7.149
5358,8.111
5359,9.055
5360,13.078
5361,22.382
5362,26.873
5363,26.433
5364,32.797
5365,34.946
5366,25.665
5367,24.364
5368,23.116
5369,23.419
5370,27.381
5371,34.749
5372,35.888
5373,34.829
5374,31.603
5375,36.091
5376,32.965
5377,28.002
5378,23.942
5379,23.049
5380,22.773
5381,22.013
5382,23.161
5383,24.525
5384,27.892
5385,34.924
5386,36.721
5387,33.82
5388,33.359
5389,31.085
5390,31.895
5391,32.172
5392,31.76
5393,34.513
5394,37.344
5395,39.423
5396,33.726
5397,33.729
5398,29.924
5399,26.763
5400,24.986
5401,17.611
5402,12.364
5403,11.085
5404,13.354
5405,11.943
5406,10.288
5407,13.085
5408,19.668
5409,33.513
5410,33.831
5411,24.768
5412,22.707
5413,24.232
5414,21.777
5415,23.855
5416,11.56
5417,10.481
5418,20.239
5419,19.413
5420,19.497
5421,20.213
5422,17.027
5423,14.322
5424,9.934
5425,6.319
5426,3.147
5427,2.738
5428,6.64
5429,8.945
5430,7.6
5431,5.382
5432,10.817
5433,15.266
5434,15.422
5435,9.863
5436,8.101
5437,12.571
5438,10.898
5439,14.014
5440,10.879
5441,11.061
5442,12.487
5443,10.999
5444,9.76
5445,9.471
5446,5.996
5447,3.992
5448,2.504
5449,4.149
5450,-2.829
5451,-3.22
5452,-4.153
5453,-4.873
5454,0.014
5455,2.217
5456,-1.424
5457,2.44
5458,4.353
5459,9.108
5460,7.837
5461,12.884
5462,21.003
5463,17.193
5464,21.683
5465,23.988
5466,30.8
5467,35.546
5468,34.563
5469,32.6
5470,29.889
5471,27.106
5472,22.128
5473,17.755
5474,15.342
5475,15.592
5476,12.919
5477,13.924
5478,15.006
5479,16.173
5480,19.096
5481,21.722
5482,22.904
5483,25.675
5484,28.352
5485,29.676
5486,29.96
5487,30.489
5488,28.784
5489,11.38
5490,9.413
5491,10.734
5492,8.841
5493,7.713
5494,4.578
5495,2.428
5496,-0.539
5497,-3.949
5498,-8.96
5499,-10.174
5500,-7.778
5501,-12.624
5502,-12.33
5503,-11.617
5504,-7.752
5505,-0.524
5506,2.577
5507,2.124
5508,3.838
5509,2.584
5510,0.996
5511,1.488
5512,1.037
5513,0.942
5514,5.968
5515,12.175
5516,11.696
5517,14.425
5518,9.105
5519,4.614
5520,1.619
5521,-1.158
5522,-5.379
5523,-5.99
5524,-7.89
5525,-9.08
5526,-9.037
5527,-8.84
5528,-0.243
5529,11.52
5530,15.295
5531,13.864
5532,19.71
5533,19.163
5534,28.487
5535,32.282
5536,32.898
5537,32.373
5538,33.316
5539,35.64
5540,39.289
5541,37.752
5542,31.771
5543,22.968
5544,16.877
5545,0.298
5546,-1.247
5547,-6.142
5548,-5.894
5549,5.229
5550,4.919
5551,-2.122
5552,8.178
5553,8.277
5554,9.994
5555,9.545
5556,5.884
5557,4.678
5558,6.575
5559,2.405
5560,-0.007
5561,0.644
5562,2.842
5563,7.239
5564,7.048
5565,6.855
5566,4.604
5567,1.956
5568,-2.859
5569,-7.157
5570,-10.262
5571,-10.864
5572,-12.687
5573,-13.617
5574,-13.049
5575,-9.645
5576,-1.935
5577,-0.935
5578,2.989
5579,3.996
5580,13.542
5581,21.588
5582,8.183
5583,2.744
5584,4.303
5585,9.604
5586,11.627
5587,9.307
5588,8.138
5589,7.901
5590,7.983
5591,9.644
5592,4.182
5593,11.951
5594,12.346
5595,14.447
5596,14.493
5597,12.831
5598,1.678
5599,-0.771
5600,-0.979
5601,5.993
5602,3.309
5603,10.872
5604,30.798
5605,30.894
5606,29.554
5607,28.001
5608,24.479
5609,26.464
5610,30.041
5611,36.031
5612,29.388
5613,30.17
5614,27.336
5615,18.044
5616,17.043
5617,11.4
5618,-1.933
5619,-11.193
5620,-10.266
5621,1.563
5622,-2.074
5623,7.37
5624,5.47
5625,0.896
5626,5.049
5627,16.989
5628,28.419
5629,30.127
5630,28.298
5631,28.627
5632,27.29
5633,27.563
5634,30.914
5635,31.358
5636,29.397
5637,31.713
5638,28.612
5639,27.197
5640,24.922
5641,20.384
5642,13.312
5643,12.665
5644,12.798
5645,15.748
5646,17.556
5647,17.663
5648,12.758
5649,4.06
5650,15.002
5651,21.603
5652,25.267
5653,27.404
5654,27.773
5655,26.752
5656,25.563
5657,29.155
5658,33.745
5659,38.655
5660,36.201
5661,33.962
5662,29.452
5663,27.225
5664,22.336
5665,17.52
5666,12.85
5667,14.461
5668,7.551
5669,5.866
5670,0.374
5671,-0.658
5672,4.408
5673,6.187
5674,20.283
5675,21.496
5676,26.106
5677,26.419
5678,24.033
5679,22.698
5680,25.761
5681,28.462
5682,31.697
5683,32.606
5684,27.474
5685,27.256
5686,28.18
5687,27.294
5688,29.65
5689,19.623
5690,12.882
5691,14.25
5692,19.567
5693,13.731
5694,14.871
5695,22.528
5696,20.697
5697,31.101
5698,34.435
5699,32.028
5700,33
5701,38.673
5702,37.14
5703,32.804
5704,33.841
5705,37.597
5706,37.927
5707,40.688
5708,42.999
5709,43.988
5710,41.656
5711,34.042
5712,28.412
5713,25.522
5714,20.96
5715,15
5716,19.262
5717,14.998
5718,17.022
5719,15.015
5720,17.982
5721,32.36
5722,36.994
5723,34.463
5724,36.955
5725,37.388
5726,37.574
5727,41.135
5728,38.027
5729,39.932
5730,43.998
5731,48.8
5732,46.207
5733,42.925
5734,37.25
5735,31.313
5736,32.98
5737,33.573
5738,29.344
5739,27.448
5740,28.07
5741,23.315
5742,24.697
5743,22.228
5744,24.046
5745,28.482
5746,34.229
5747,31.402
5748,32.195
5749,29.584
5750,29.077
5751,29.007
5752,27.245
5753,29.408
5754,33.836
5755,34.116
5756,32.256
5757,29.995
5758,19.181
5759,15.245
5760,11.807
5761,8.002
5762,2.597
5763,7.749
5764,0.91
5765,-1.57
5766,-1.629
5767,3.453
5768,9.705
5769,10.811
5770,17.16
5771,14.141
5772,16.023
5773,15.026
5774,19.256
5775,32.892
5776,34.393
5777,43.346
5778,44.727
5779,42.855
5780,35.655
5781,33.747
5782,25.462
5783,26.974
5784,27.355
5785,20.881
5786,14.436
5787,7.815
5788,6.193
5789,12.594
5790,5.381
5791,0.79
5792,2.194
5793,4.635
5794,6.329
5795,9.111
5796,12.345
5797,13.577
5798,13.364
5799,14.464
5800,13.97
5801,12.488
5802,16.331
5803,20.626
5804,21.833
5805,17.916
5806,16.087
5807,11.387
5808,14.248
5809,7.385
5810,2.957
5811,6.548
5812,1.053
5813,1.426
5814,4.166
5815,5.828
5816,4.631
5817,17.438
5818,28.503
5819,32.973
5820,15.482
5821,17.774
5822,28.783
5823,27.202
5824,15.214
5825,19.04
5826,24.912
5827,22.111
5828,26.515
5829,20.919
5830,22.395
5831,21.304
5832,12.466
5833,10.991
5834,13.162
5835,2.668
5836,3.042
5837,6.741
5838,9.339
5839,16.638
5840,24.991
5841,37.617
5842,41.95
5843,45.161
5844,48.768
5845,49.126
5846,46.754
5847,44.455
5848,45.72
5849,52.135
5850,53.99
5851,61.31
5852,64.369
5853,63.463
5854,57.936
5855,52.904
5856,48.494
5857,44.273
5858,41.236
5859,37.66
5860,37.6
5861,37.144
5862,33.457
5863,31.4
5864,40.987
5865,55.204
5866,58.737
5867,59.506
5868,62.284
5869,63.469
5870,63.696
5871,55.549
5872,34.568
5873,31.945
5874,37.752
5875,40.597
5876,37.961
5877,36.847
5878,33.627
5879,29.013
5880,25.217
5881,20.891
5882,11.473
5883,11.036
5884,6.752
5885,7.758
5886,5.29
5887,5.929
5888,11.916
5889,24.898
5890,30.331
5891,25.905
5892,24.594
5893,23.681
5894,24.073
5895,26.264
5896,40.224
5897,49.075
5898,60.951
5899,65.178
5900,64.49
5901,63.973
5902,59.333
5903,54.299
5904,50.068
5905,44.16
5906,40.037
5907,38.713
5908,35.984
5909,31.491
5910,29.333
5911,31.619
5912,38.158
5913,48.264
5914,56.054
5915,55.03
5916,56.645
5917,59.434
5918,60.154
5919,60.12
5920,60.083
5921,61.137
5922,66.508
5923,68.043
5924,65.462
5925,66.638
5926,65.081
5927,57.825
5928,46.234
5929,37.846
5930,28.051
5931,17.254
5932,11.625
5933,7.308
5934,4.945
5935,6.166
5936,12.189
5937,31.79
5938,32.143
5939,34.695
5940,28.445
5941,11.274
5942,8.368
5943,9.48
5944,10.187
5945,15.722
5946,23.559
5947,21.314
5948,22.284
5949,20.306
5950,16.728
5951,14.168
5952,4.003
5953,2.06
5954,2.86
5955,2.738
5956,2.439
5957,5.787
5958,4.24
5959,4.547
5960,5.007
5961,6.678
5962,11.088
5963,8.771
5964,3.627
5965,4.3
5966,2.262
5967,1.731
5968,3.318
5969,5.991
5970,11.19
5971,11.323
5972,10.592
5973,10.991
5974,9.673
5975,9.415
5976,7.386
5977,12.568
5978,9.863
5979,10.596
5980,13.481
5981,17.32
5982,16.041
5983,14.011
5984,11.056
5985,15.707
5986,11.756
5987,11.999
5988,13.637
5989,18.112
5990,16.787
5991,13.344
5992,15.478
5993,21.883
5994,26.987
5995,32.574
5996,33.747
5997,32.451
5998,32.858
5999,30.251
6000,27.855
6001,25.738
6002,19.566
6003,20.116
6004,19.956
6005,19.477
6006,16.575
6007,17.241
6008,20.231
6009,27.534
6010,32.32
6011,31.603
6012,34.876
6013,35.642
6014,31.874
6015,5.884
6016,1.706
6017,7.568
6018,25.076
6019,28.346
6020,21.767
6021,14.473
6022,6.911
6023,4.701
6024,0.237
6025,-4.498
6026,-7.176
6027,-5.232
6028,-6.792
6029,-10.603
6030,-11.438
6031,-9.887
6032,-5.527
6033,1.144
6034,3.335
6035,2.414
6036,1.064
6037,2.276
6038,1.59
6039,2.781
6040,4.495
6041,22.134
6042,27.681
6043,27.825
6044,27.252
6045,31.126
6046,30.144
6047,18.128
6048,7.167
6049,2.24
6050,-0.458
6051,-1.551
6052,-0.845
6053,-2.443
6054,-2.714
6055,-5.515
6056,-2.745
6057,3.662
6058,7.331
6059,4.28
6060,1.032
6061,1.253
6062,0.876
6063,1.326
6064,1.803
6065,2.071
6066,7.937
6067,10.199
6068,11.88
6069,11.594
6070,9.04
6071,5.828
6072,1.673
6073,-1.557
6074,-5.505
6075,-5.626
6076,-7.427
6077,-7.734
6078,-7.118
6079,-6.837
6080,-1.271
6081,8.457
6082,14.855
6083,8.981
6084,9.815
6085,7.708
6086,7.518
6087,9.284
6088,6.679
6089,7.516
6090,13.365
6091,12.111
6092,17.12
6093,13.086
6094,17.204
6095,26.167
6096,30.326
6097,20.877
6098,11.328
6099,6.272
6100,4.404
6101,2.507
6102,2.114
6103,-3.555
6104,-1.615
6105,-1.469
6106,2.787
6107,4.218
6108,3.14
6109,1.56
6110,1.654
6111,9.012
6112,1.662
6113,2.58
6114,4.658
6115,8.186
6116,8.449
6117,11.47
6118,17.274
6119,20.191
6120,20.664
6121,6.404
6122,11.539
6123,12.863
6124,15.672
6125,15.521
6126,15.686
6127,16.962
6128,20.356
6129,20.936
